"lang"
{
"Language" "ukrainian"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"Тло головного меню"
		"SFUIHUD_Spectate_Navigation_Camera"		"${+jump} Камера "
		"SFUIHUD_Spectate_Navigation_Arrows"		"${+attack} Наст. гравець"
		"SFUIHUD_Spectate_Navigation_Replay_Death"		"<font color='#ddbb22'><b>${+reload} Повтор вбивці</b></font>"
		"SFUIHUD_Spectate_Navigation_Cancel_Replay"		"${+jump} Зупинити повтор"
		"SFUIHUD_Spectate_Navigation_Control_Bot_Controller"	"${west} Керувати ботом "
		"SFUIHUD_Spectate_Navigation_Control_Bot_Keyboard"	"${+use} Керувати ботом "
		"SFUIHUD_Spectate_Navigation_ToggleXRay"			"${radio2} Контури гравців"
		"SFUIHUD_Spectate_Navigation_ToggleGraphs"			"${lastinv} Діаграма"
		"SFUIHUD_Spectate_Navigation_InspectWeapon"			"${+lookatweapon} Оглянути зброю"
		"SFUIHUD_Spectate_Navigation_Director_On"		"${+radio3} Увімкнути автокамеру"
		"SFUIHUD_Spectate_Navigation_Director_Off"		"${+radio3} Вимкнути автокамеру"
		"SFUIHUD_Spectate_Navigation_Cameraman_On"		"${+radio3} Увімкнути операторство"
		"SFUIHUD_Spectate_Navigation_ToggleSpec"		"${drop} Міні-таблиця результатів"
		"SFUIHUD_Spectate_Navigation_ToggleOverview"		"${+duck} Мапа "
		"SFUIHUD_Spectate_Navigation_Scoreboard_MacWin"	"${altstart} Таблиця результатів "
		"SFUIHUD_Spectate_Navigation_Scoreboard_PS3"	"${dpaddown} Таблиця результатів"
		
		// Panorama strings
		"PANOHUD_Spectate_Navigation_Camera"				"[{v:csgo_bind:bind_jump}] Камера"
		"PANOHUD_Spectate_Navigation_Arrows_Prev"			"[{v:csgo_bind:bind_attack2}] Попередній гравець"
		"PANOHUD_Spectate_Navigation_Arrows"				"[{v:csgo_bind:bind_attack}] Наст. гравець"
		"PANOHUD_Spectate_Navigation_Replay_Death"			"<font color='#ddbb22'><b>[{v:csgo_bind:bind_reload}] Повтор смерті</b></font>"
		"PANOHUD_Spectate_Navigation_Cancel_Replay"			"[{v:csgo_bind:bind_jump}] Зупинити повтор"
		"PANOHUD_Spectate_Navigation_Control_Bot"			"[{v:csgo_bind:bind_use}] Керувати ботом"
		"PANOHUD_Spectate_Navigation_New_ToggleXRay"		"[{v:csgo_bind:bind_slot12}] Контури гравців"
		"PANOHUD_Spectate_Navigation_ToggleGraphs"			"[{v:csgo_bind:bind_lastinv}] Графіки"
		"PANOHUD_Spectate_Navigation_InspectWeapon"			"[{v:csgo_bind:bind_lookatweapon}] Оглянути зброю"
		"PANOHUD_Spectate_Navigation_New_Director_On"		"[{v:csgo_bind:bind_radio}] Увімкнути автокамеру"
		"PANOHUD_Spectate_Navigation_New_Director_Off"		"[{v:csgo_bind:bind_radio}] Вимкнути автокамеру"
		"PANOHUD_Spectate_Navigation_New_Cameraman_On"		"[{v:csgo_bind:bind_radio}] Увімкнути операторство"
		"PANOHUD_Spectate_Navigation_ToggleSpec"			"[{v:csgo_bind:bind_drop}] Міні-таблиця результатів"
		"PANOHUD_Spectate_Navigation_ToggleOverview"		"[{v:csgo_bind:bind_duck}] Мапа"
		"PANOHUD_GhostBecomeSpectator"						"Натисніть [%s1], щоби стати глядачем"

		"SFUIHUD_Spectate_You_Are_Dead"				"<font color=\"%s1\">Нагляд за %s2</font>"
		"SFUIHUD_Spectate_RoundsLeft"				"Раунд %s1"
		"SFUIHUD_Spectate_RoundsLeftOvertime"		"ДЧ %s1 (%s2)"

		"SFUIHUD_Spectate_SpecMode_User"			"[Керована гравцем камера]"
		"SFUIHUD_Spectate_SpecMode_Free"			"[Вільна камера]"
		"SFUIHUD_Spectate_SpecMode_Chase"			"[Камера стеження]"
		"SFUIHUD_Spectate_SpecMode_First"			"[Від першої особи]"
		"SFUIHUD_Spectate_SpecMode_Director"		"[Авто-режисер]"
		"SFUIHUD_Spectate_SpecMode_Cameraman"		"[Оператор: %s1]"
		
		"SFUIHUD_Spectate_SpecMode_Skipping"		"Перемотування…"		
		"SFUIHUD_Spectate_SpecMode_Skipping_Highlight"		"Перемотування до наступного моменту..."		
		"SFUIHUD_Spectate_SpecMode_SuspectReview"	"Розгляд справи трибуналу"

		"SFUIHUD_Spectate_SpecMode_Transmitting"	"<font color='#FF0000'>ТРАНСЛЮЄТЬСЯ ДО GOTV</font>"

		"SFUIHUD_Spectate_StringColor_CT"	"<font color='#617B99'>%s1%s2%s3</font>"
		"SFUIHUD_Spectate_StringColor_T"	"<font color='#7D6324'>%s1%s2%s3</font>"

		"SFUIHUD_Spec_Event_DroppingItemsFor"				"ПРЕДМЕТИ ОТРИМАЛИ:"
		"SFUIHUD_Spec_Event_DroppingItemsRound"				"ВИПАДІННЯ ПРЕДМЕТІВ"
		"SFUIHUD_Spec_Event_DroppingItemsAndOthers"			"…та %s1 інших!"
		"SFUIHUD_Spec_Event_DroppingItemsRewarded"			"%s1 глядачів нагороджено!"
		"SFUIHUD_Spec_Event_DroppingItemsTotalDropped"		"Загалом за цей матч отримано предметів: %s1"

		"SFUIHUD_GiftDrop_GiftGivenLastXMinutes"		"Протягом останніх %s1 хвилин 1 дарунок віддав..."
		"SFUIHUD_GiftDrop_GiftsGivenLastXMinutes"		"Протягом останніх %s1 хвилин %s2 дарунка(-ів) віддали..."
		"SFUIHUD_GiftDrop_GiftGivenLastXHours"		"Протягом останніх %s1 годин 1 дарунок віддав..."
		"SFUIHUD_GiftDrop_GiftsGivenLastXHours"		"Протягом останніх %s1 годин %s2 дарунка(-ів) віддали..."		
		"SFUIHUD_GiftDrop_AndOtherPlayer"		"...та ще 1 щедрий гравець!"		
		"SFUIHUD_GiftDrop_AndOtherPlayers"		"...та ще %s1 щедрих гравців!"	
		"SFUIHUD_GiftDrop_NameGiftGiverFormat"		"%s1%s2</font>"	
		"SFUIHUD_GiftDrop_SingleGiftFormat"		"<font color='#e3e3e3'>1 шт.</font>"	
		"SFUIHUD_GiftDrop_GiftAmountFormat"		"<font color='#e3e3e3'>%s1 шт.</font>"	

		"SFUI_Graph_type_killreward"		"Усього грошей за вбивства"
		"SFUI_Graph_type_livetime"			"Загальний час життя"
		"SFUI_Graph_Round"					"Раунд"
		"SFUI_Graph_NoData"					"Немає даних для %s1"
		"SFUI_Graph_CT_Average"				"Сер. команди СВ"
		"SFUI_Graph_T_Average"				"Сер. команди Т"
		"SFUI_Graph_Win_Condition"          "Причина виграшу"

		"SFUI_Graph_type_damage"			"Усього завдано шкоди"
		"SFUI_Graph_type_kills"				"Усього вбивств"
		"SFUI_Graph_type_assists"			"Усього підмог"
		"SFUI_Graph_type_adr"				"Сер. шкоди за раунд"
		"SFUI_Graph_type_hsp"				"% влучень у голову"
		"SFUI_Graph_type_worth"				"Вартість спорядження"
		"SFUI_Graph_type_saved"				"Кількість грошей"
		"SFUI_Graph_type_cashearned"		"Усього грошей зароблено"

		"SFUI_Graph_type_utilitydamage"		"Загальна шкода від допоміжної зброї"
		"SFUI_Graph_type_enemiesflashed"	"Всього засліплено ворогів"


		"SFUI_SpecStat_type_kills"			"У"
		"SFUI_SpecStat_type_assists"		"Д"
		"SFUI_SpecStat_type_deaths"			"С"
		"SFUI_SpecStat_type_adr"			"СШ/Р"
		"SFUI_SpecStat_type_3k"				"3 У"
		"SFUI_SpecStat_type_4k"				"4 У"
		"SFUI_SpecStat_type_5k"				"5 У"
		"SFUI_SpecStat_type_hsp"			"%ВГ"
		"SFUI_SpecStat_type_cashearned"		"Зароблено $"
		"SFUI_SpecStat_type_objective"		"МЕТА"
		"SFUI_SpecStat_First_Half"			"Перша"
		"SFUI_SpecStat_Second_Half"			"Друга"

		"heatmap_t"								"Т"
		"heatmap_ct"							"СВ"
		"heatmap_anyteam"						"Будь-яка команда"

		"GameUI_Heatmap_Mode_Accuracy" 			"Влучність стрільби"
		"GameUI_Heatmap_Mode_Hits" 				"Влучання"

		"GameUI_Heatmap_Mode_kills" 			"Убивства"
		"GameUI_Heatmap_Mode_kills_max" 		"Часто"		
		"GameUI_Heatmap_Mode_kills_min" 		"Рідко"	

		"GameUI_Heatmap_Mode_deaths" 			"Смерті"
		"GameUI_Heatmap_Mode_deaths_max" 		"Часто"		
		"GameUI_Heatmap_Mode_deaths_min" 		"Рідко"	

		"GameUI_Heatmap_mode_fire"				"Запалювальні гранати"
		"GameUI_Heatmap_Mode_fire_max" 			"Часто"		
		"GameUI_Heatmap_Mode_fire_min" 			"Рідко"

		"GameUI_Heatmap_mode_smoke"				"Димові гранати"
		"GameUI_Heatmap_Mode_smoke_max" 		"Часто"		
		"GameUI_Heatmap_Mode_smoke_min" 		"Рідко"		

		"GameUI_Heatmap_mode_flashes"			"Успіх світлових"
		"GameUI_Heatmap_Mode_flashes_max" 		"Найкращий %"		
		"GameUI_Heatmap_Mode_flashes_min" 		"0%"	

		"GameUI_Heatmap_mode_grenade"			"Успіх осколкових"
		"GameUI_Heatmap_Mode_grenade_max" 		"Найкращий %"
		"GameUI_Heatmap_Mode_grenade_min" 		"0%"	

		"GameUI_Heatmap_mode_hotspots"			"У/С"
		"GameUI_Heatmap_Mode_hotspots_max" 		"2,0+ У/С"		
		"GameUI_Heatmap_Mode_hotspots_min" 		"0,0 У/С"

		"GameUI_Heatmap_Mode_RadioButtonTgt" 	"Зони"
		"GameUI_Heatmap_Mode_RadioButtonBlt" 	"Влучання"

		"GameUI_HeatmapTooltip_HitboxHead"		"У голову: {s:head}%\n{s:hitmode}: {d:r:num_head}"
		"GameUI_HeatmapTooltip_HitboxBodyUpper"	"Верх тіла: {s:bodyupper}%\n{s:hitmode}: {d:r:num_bodyupper}"
		"GameUI_HeatmapTooltip_HitboxBodyMid"	"Середина тіла: {s:bodymid}%\n{s:hitmode}: {d:r:num_bodymid}"
		"GameUI_HeatmapTooltip_HitboxBodyLower"	"Низ тіла: {s:bodylower}%\n{s:hitmode}: {d:r:num_bodylower}"
		"GameUI_HeatmapTooltip_HitboxLeftArm"	"Ліва рука: {s:leftarm}%\n{s:hitmode}: {d:r:num_leftarm}"
		"GameUI_HeatmapTooltip_HitboxLeftLeg"	"Ліва нога: {s:leftleg}%\n{s:hitmode}: {d:r:num_leftleg}"
		"GameUI_HeatmapTooltip_HitboxRightArm"	"Права рука: {s:rightarm}%\n{s:hitmode}: {d:r:num_rightarm}"
		"GameUI_HeatmapTooltip_HitboxRightLeg"	"Права нога: {s:rightleg}%\n{s:hitmode}: {d:r:num_rightleg}"

		"Spectate_money_val"			"{d:r:spec_money} $"
		"Spectate_money_spent"			"-{d:r:spec_money} $"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//HUD: Spectator Map Overview
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		"SFUIHUD_MapOverview_ClearColor"		"[ПРОБІЛ] Стерти малюнки"
		"SFUIHUD_MapOverview_Close"				"${+duck} Закрити"
		"SFUIHUD_MapOverview_Graph_Close"				"${lastinv} Закрити"
		"SFUIHUD_MapOverview_Overview"			"${lastinv} Огляд"
		"SFUIHUD_MapOverview_NextColor1"			"[Z] Ліворуч"
		"SFUIHUD_MapOverview_NextColor2"			"[X] Праворуч"

		"PANOHUD_MapOverview_Close"		"[{v:csgo_bind:bind_duck}] Закрити"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Class Select
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"Choose_Class_Navigation"			"${cancel} Назад   ${confirm} Обрати   ${dpad} Змінити вибір   ${west} Автовибір   ${north} Таблиця результатів"


		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Item Drop Reveal Panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		"SFUI_ItemDrop_ItemsHaveDroppedGeneric"		"У цьому раунді була видана зброя!"
		"SFUI_ItemDrop_ItemHasDropped"			"Видано зброї: <font color='#e2d693'>%s1</font> шт.!"
		"SFUI_ItemDrop_ItemsHaveDropped"		"УСЬОГО ВИПАЛО ЗБРОЇ: <font color='#e3dfc8'>%s1</font> шт.!"
		"SFUI_ItemDrop_ItemHasDroppedYou"		"Для вас є <font color='#ffd800'>%s1</font> предмет!"
		"SFUI_ItemDrop_ItemsHaveDroppedYou"		"ПРЕДМЕТІВ ДЛЯ ВАС: <font color='#ffd800'>%s1</font>"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Win Panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_WinPanel_CT_Win"			"Виграли спецпризначенці"
		"SFUI_WinPanel_T_Win"			"Перемогли терористи"
		"SFUI_WinPanel_Team_Win_Team"		"%s1 виграють раунд"
		"SFUI_WinPanel_Coop_Mission_Win"		"Завдання виконано!"
		"SFUI_WinPanel_Coop_Mission_Lose"		"Завдання провалено!"

		"SFUI_WinPanel_Round_Draw"	"Нічия"
		"SFUI_WinPanel_Nav"		"${confirm} Закрити"
		"SFUI_WinPanel_Playing_MVP_MusicKit"    "Звучить гімн кращого гравця — %s1"
		"SFUI_WinPanel_Playing_MVP_MusicKit_Yours"    "Звучить ваш гімн кращого гравця для всіх інших"
		"SFUI_WinPanel_Playing_MVP_MusicKit_StatTrak" "Нагород як найкращий гравець згідно StatTrak™ %s1"

		"SFUI_WinPanel_coin_awarded"		"Ви покращили свою монету учасника операції!"
